CandidateKey,CandidateID,FirstName,LastName,Email,Phone,AppliedPositionKey,AppliedDateKey,ResumeScore,Source,CurrentStatus
850,CAND000850,Andrew,Daniel,candidate850@example.com,+919000000850,10,20250716,23.3,LinkedIn,Rejected
851,CAND000851,Lori,Brock,candidate851@example.com,+919000000851,11,20240624,23.46,JobBoard,Interviewing
852,CAND000852,Jennifer,Palmer,candidate852@example.com,+919000000852,12,20250516,37.86,JobBoard,Interviewing
853,CAND000853,Brad,Lucas,candidate853@example.com,+919000000853,13,20230917,25.33,JobBoard,Interviewing
854,CAND000854,Jeremy,Waters,candidate854@example.com,+919000000854,14,20250416,45.7,Referral,Interviewing
855,CAND000855,Brent,Allen,candidate855@example.com,+919000000855,15,20240520,24.52,Referral,Rejected
856,CAND000856,Jack,Klein,candidate856@example.com,+919000000856,16,20250304,79.08,LinkedIn,Interviewing
857,CAND000857,Leah,Ruiz,candidate857@example.com,+919000000857,17,20250808,74.27,JobBoard,Interviewing
858,CAND000858,Joseph,Lee,candidate858@example.com,+919000000858,18,20231110,34.89,Referral,Hired
859,CAND000859,Joseph,Johnson,candidate859@example.com,+919000000859,19,20230502,40.98,Referral,Interviewing
860,CAND000860,Linda,Combs,candidate860@example.com,+919000000860,20,20241028,70.7,Referral,Rejected
861,CAND000861,Matthew,Lewis,candidate861@example.com,+919000000861,21,20250116,52.52,Referral,Interviewing
862,CAND000862,Albert,Martinez,candidate862@example.com,+919000000862,22,20240705,26.83,JobBoard,Interviewing
863,CAND000863,Ashley,Scott,candidate863@example.com,+919000000863,23,20240102,56.08,JobBoard,Interviewing
864,CAND000864,Noah,MD,candidate864@example.com,+919000000864,24,20250610,60.92,Referral,Interviewing
865,CAND000865,Edward,Hayes,candidate865@example.com,+919000000865,25,20250115,57.16,Referral,Rejected
866,CAND000866,Christopher,English,candidate866@example.com,+919000000866,26,20241215,44.89,Referral,Interviewing
867,CAND000867,Benjamin,Miller,candidate867@example.com,+919000000867,27,20230516,64.81,Referral,Interviewing
868,CAND000868,Jesus,Bowen,candidate868@example.com,+919000000868,28,20231026,59.48,Referral,Interviewing
869,CAND000869,Michael,Hill,candidate869@example.com,+919000000869,29,20230927,78.57,Referral,Hired
870,CAND000870,Mary,Grant,candidate870@example.com,+919000000870,30,20240820,27.17,Referral,Rejected
871,CAND000871,Amanda,Wells,candidate871@example.com,+919000000871,31,20250711,24.54,Referral,NoShow
872,CAND000872,Daniel,Sherman,candidate872@example.com,+919000000872,32,20250108,49.29,JobBoard,Interviewing
873,CAND000873,Stacey,Phillips,candidate873@example.com,+919000000873,33,20240916,70.22,Referral,Interviewing
874,CAND000874,Shannon,Young,candidate874@example.com,+919000000874,34,20231104,34.72,LinkedIn,Interviewing
875,CAND000875,John,Nichols,candidate875@example.com,+919000000875,35,20230420,54.64,Referral,Rejected
876,CAND000876,Mark,Martinez,candidate876@example.com,+919000000876,36,20250119,29.06,JobBoard,Interviewing
877,CAND000877,Jennifer,Riley,candidate877@example.com,+919000000877,37,20231026,50.56,LinkedIn,Interviewing
878,CAND000878,Travis,Buckley,candidate878@example.com,+919000000878,38,20250509,73.64,LinkedIn,Interviewing
879,CAND000879,Pamela,Johnson,candidate879@example.com,+919000000879,39,20240127,41.0,JobBoard,Interviewing
880,CAND000880,Cathy,Zimmerman,candidate880@example.com,+919000000880,40,20230801,41.45,LinkedIn,Hired
881,CAND000881,Robert,Perez,candidate881@example.com,+919000000881,1,20240731,24.19,LinkedIn,Interviewing
882,CAND000882,Jason,Young,candidate882@example.com,+919000000882,2,20230412,25.53,Referral,Interviewing
883,CAND000883,Jonathan,Brown,candidate883@example.com,+919000000883,3,20240405,55.55,JobBoard,Interviewing
884,CAND000884,Joshua,Aguirre,candidate884@example.com,+919000000884,4,20231007,62.84,LinkedIn,NoShow
885,CAND000885,John,Decker,candidate885@example.com,+919000000885,5,20230725,60.99,LinkedIn,Rejected
886,CAND000886,Brittney,Brown,candidate886@example.com,+919000000886,6,20230519,72.39,JobBoard,Interviewing
887,CAND000887,Alec,Jackson,candidate887@example.com,+919000000887,7,20240425,41.94,Referral,Interviewing
888,CAND000888,Samantha,Weiss,candidate888@example.com,+919000000888,8,20230725,44.68,JobBoard,Interviewing
889,CAND000889,Kathleen,Mcdowell,candidate889@example.com,+919000000889,9,20240926,56.2,Referral,Interviewing
890,CAND000890,Alexandria,Patterson,candidate890@example.com,+919000000890,10,20250313,26.74,LinkedIn,Rejected
891,CAND000891,Margaret,Hayes,candidate891@example.com,+919000000891,11,20230824,72.59,JobBoard,Hired
892,CAND000892,Amber,Medina,candidate892@example.com,+919000000892,12,20240331,60.72,JobBoard,Interviewing
893,CAND000893,April,Miller,candidate893@example.com,+919000000893,13,20230721,22.88,JobBoard,Interviewing
894,CAND000894,Nicole,Garcia,candidate894@example.com,+919000000894,14,20231212,33.6,LinkedIn,Interviewing
895,CAND000895,Luis,Warner,candidate895@example.com,+919000000895,15,20240316,76.87,LinkedIn,Rejected
896,CAND000896,Mr.,Ashley,candidate896@example.com,+919000000896,16,20241019,49.16,Referral,Interviewing
897,CAND000897,Brandon,Stout,candidate897@example.com,+919000000897,17,20240817,31.88,LinkedIn,NoShow
898,CAND000898,Christopher,Simon,candidate898@example.com,+919000000898,18,20250321,40.02,LinkedIn,Interviewing
899,CAND000899,Victoria,Cox,candidate899@example.com,+919000000899,19,20250331,63.8,Referral,Interviewing
900,CAND000900,Alexander,Swanson,candidate900@example.com,+919000000900,20,20240408,60.86,LinkedIn,Rejected
901,CAND000901,Gabriel,Kane,candidate901@example.com,+919000000901,21,20250529,23.28,Referral,Interviewing
902,CAND000902,Brenda,Henderson,candidate902@example.com,+919000000902,22,20250327,68.1,Referral,Hired
903,CAND000903,Jill,Thompson,candidate903@example.com,+919000000903,23,20240926,46.23,Referral,Interviewing
904,CAND000904,Kristina,Hinton,candidate904@example.com,+919000000904,24,20240915,79.31,Referral,Interviewing
905,CAND000905,Adrian,Cruz,candidate905@example.com,+919000000905,25,20250629,53.88,LinkedIn,Rejected
906,CAND000906,Reginald,Hill,candidate906@example.com,+919000000906,26,20250809,74.21,JobBoard,Interviewing
907,CAND000907,Charles,Hamilton,candidate907@example.com,+919000000907,27,20240429,43.17,JobBoard,Interviewing
908,CAND000908,Jeffrey,Weaver,candidate908@example.com,+919000000908,28,20240501,26.96,Referral,Interviewing
909,CAND000909,Edward,Hughes,candidate909@example.com,+919000000909,29,20230416,73.03,LinkedIn,Interviewing
910,CAND000910,John,Jones,candidate910@example.com,+919000000910,30,20240608,63.36,Referral,Rejected
911,CAND000911,Daniel,Martinez,candidate911@example.com,+919000000911,31,20241106,69.73,Referral,Interviewing
912,CAND000912,Amy,Lee,candidate912@example.com,+919000000912,32,20240223,62.97,Referral,Interviewing
913,CAND000913,Traci,Kerr,candidate913@example.com,+919000000913,33,20231031,52.81,LinkedIn,Hired
914,CAND000914,Beth,Wong,candidate914@example.com,+919000000914,34,20231218,64.71,LinkedIn,Interviewing
915,CAND000915,Deborah,Mclaughlin,candidate915@example.com,+919000000915,35,20230703,22.3,Referral,Rejected
916,CAND000916,Victor,Richardson,candidate916@example.com,+919000000916,36,20250108,33.97,LinkedIn,Interviewing
917,CAND000917,Michael,Rivera,candidate917@example.com,+919000000917,37,20240612,77.0,Referral,Interviewing
918,CAND000918,Jennifer,Branch,candidate918@example.com,+919000000918,38,20241103,53.91,LinkedIn,Interviewing
919,CAND000919,Albert,Duncan,candidate919@example.com,+919000000919,39,20241125,63.25,JobBoard,Interviewing
920,CAND000920,Jamie,Hoffman,candidate920@example.com,+919000000920,40,20240710,73.52,Referral,Rejected
921,CAND000921,Thomas,Mendez,candidate921@example.com,+919000000921,1,20250807,24.82,LinkedIn,Interviewing
922,CAND000922,Elizabeth,Adams,candidate922@example.com,+919000000922,2,20240111,34.52,LinkedIn,Interviewing
923,CAND000923,Adrian,Mack,candidate923@example.com,+919000000923,3,20231112,54.68,Referral,NoShow
924,CAND000924,Mrs.,Mejia,candidate924@example.com,+919000000924,4,20241030,45.43,Referral,Hired
925,CAND000925,Sandra,Dominguez,candidate925@example.com,+919000000925,5,20250813,21.59,LinkedIn,Rejected
926,CAND000926,Allison,Thompson,candidate926@example.com,+919000000926,6,20250413,52.91,JobBoard,Interviewing
927,CAND000927,James,Wyatt,candidate927@example.com,+919000000927,7,20240704,50.25,Referral,Interviewing
928,CAND000928,Joshua,Marshall,candidate928@example.com,+919000000928,8,20250817,44.16,LinkedIn,Interviewing
929,CAND000929,Andrea,Allen,candidate929@example.com,+919000000929,9,20241004,73.0,LinkedIn,Interviewing
930,CAND000930,David,Ruiz,candidate930@example.com,+919000000930,10,20230417,73.13,LinkedIn,Rejected
931,CAND000931,Jennifer,Shields,candidate931@example.com,+919000000931,11,20250523,41.07,Referral,Interviewing
932,CAND000932,Brandon,Williams,candidate932@example.com,+919000000932,12,20230718,36.17,JobBoard,Interviewing
933,CAND000933,Carlos,Smith,candidate933@example.com,+919000000933,13,20241116,65.47,LinkedIn,Interviewing
934,CAND000934,John,Delgado,candidate934@example.com,+919000000934,14,20240725,25.24,LinkedIn,Interviewing
935,CAND000935,Vanessa,Lambert,candidate935@example.com,+919000000935,15,20240723,51.11,Referral,Hired
936,CAND000936,Robert,Berg,candidate936@example.com,+919000000936,16,20240902,43.0,Referral,NoShow
937,CAND000937,Ryan,MD,candidate937@example.com,+919000000937,17,20240809,75.55,Referral,Interviewing
938,CAND000938,Barbara,Miller,candidate938@example.com,+919000000938,18,20250902,62.74,Referral,Interviewing
939,CAND000939,Ann,Krueger,candidate939@example.com,+919000000939,19,20231118,59.2,JobBoard,Interviewing
940,CAND000940,Marie,Russell,candidate940@example.com,+919000000940,20,20250510,37.36,JobBoard,Rejected
941,CAND000941,Kelly,Joseph,candidate941@example.com,+919000000941,21,20231228,34.19,JobBoard,Interviewing
942,CAND000942,Karen,Anderson,candidate942@example.com,+919000000942,22,20250218,32.42,LinkedIn,Interviewing
943,CAND000943,James,Harrell,candidate943@example.com,+919000000943,23,20240610,60.34,JobBoard,Interviewing
944,CAND000944,Ronald,Stanley,candidate944@example.com,+919000000944,24,20250404,53.54,Referral,Interviewing
945,CAND000945,Danielle,Savage,candidate945@example.com,+919000000945,25,20250201,29.24,Referral,Rejected
946,CAND000946,Jenna,Pearson,candidate946@example.com,+919000000946,26,20241119,37.44,Referral,Hired
947,CAND000947,Anthony,MD,candidate947@example.com,+919000000947,27,20230801,26.92,Referral,Interviewing
948,CAND000948,Jonathan,Boyer,candidate948@example.com,+919000000948,28,20240420,41.96,Referral,Interviewing
949,CAND000949,Melanie,Woods,candidate949@example.com,+919000000949,29,20230924,32.28,JobBoard,NoShow
950,CAND000950,Paul,Blevins,candidate950@example.com,+919000000950,30,20250222,39.09,Referral,Rejected
951,CAND000951,Ashley,Ramos,candidate951@example.com,+919000000951,31,20241112,61.39,LinkedIn,Interviewing
952,CAND000952,Brandon,Austin,candidate952@example.com,+919000000952,32,20240404,65.77,Referral,Interviewing
953,CAND000953,Kevin,Banks,candidate953@example.com,+919000000953,33,20241022,68.02,LinkedIn,Interviewing
954,CAND000954,Ashley,Kennedy,candidate954@example.com,+919000000954,34,20250705,28.49,Referral,Interviewing
955,CAND000955,Marie,Robertson,candidate955@example.com,+919000000955,35,20240804,58.88,JobBoard,Rejected
956,CAND000956,Kim,Williams,candidate956@example.com,+919000000956,36,20250430,64.38,LinkedIn,Interviewing
957,CAND000957,Steven,Herrera,candidate957@example.com,+919000000957,37,20250613,68.92,Referral,Hired
958,CAND000958,Anne,Davis,candidate958@example.com,+919000000958,38,20240904,74.14,LinkedIn,Interviewing
959,CAND000959,Toni,Rojas,candidate959@example.com,+919000000959,39,20230909,67.5,Referral,Interviewing
960,CAND000960,Christopher,Cunningham,candidate960@example.com,+919000000960,40,20250811,46.52,LinkedIn,Rejected
961,CAND000961,Benjamin,Clark,candidate961@example.com,+919000000961,1,20250618,44.75,JobBoard,Interviewing
962,CAND000962,Robin,Johnson,candidate962@example.com,+919000000962,2,20240527,30.43,JobBoard,NoShow
963,CAND000963,William,Baker,candidate963@example.com,+919000000963,3,20250525,23.53,JobBoard,Interviewing
964,CAND000964,Dr.,Vargas,candidate964@example.com,+919000000964,4,20250704,56.52,JobBoard,Interviewing
965,CAND000965,Mark,Hodges,candidate965@example.com,+919000000965,5,20231029,72.62,LinkedIn,Rejected
966,CAND000966,Edward,Torres,candidate966@example.com,+919000000966,6,20240616,58.66,Referral,Interviewing
967,CAND000967,Scott,Moses,candidate967@example.com,+919000000967,7,20240106,64.63,JobBoard,Interviewing
968,CAND000968,Harold,Hines,candidate968@example.com,+919000000968,8,20241220,65.31,Referral,Hired
969,CAND000969,Chelsea,Brown,candidate969@example.com,+919000000969,9,20250228,70.85,Referral,Interviewing
970,CAND000970,Juan,Meyer,candidate970@example.com,+919000000970,10,20241202,52.04,LinkedIn,Rejected
971,CAND000971,Pamela,Paul,candidate971@example.com,+919000000971,11,20230603,54.0,JobBoard,Interviewing
972,CAND000972,David,Contreras,candidate972@example.com,+919000000972,12,20240622,50.23,Referral,Interviewing
973,CAND000973,Kevin,Martin,candidate973@example.com,+919000000973,13,20241108,46.56,Referral,Interviewing
974,CAND000974,Kelly,Mendez,candidate974@example.com,+919000000974,14,20240801,39.38,Referral,Interviewing
975,CAND000975,Dwayne,Garcia,candidate975@example.com,+919000000975,15,20250524,31.62,JobBoard,Rejected
976,CAND000976,Adam,Watson,candidate976@example.com,+919000000976,16,20240316,27.93,LinkedIn,Interviewing
977,CAND000977,Rhonda,Gates,candidate977@example.com,+919000000977,17,20241020,41.81,LinkedIn,Interviewing
978,CAND000978,Daniel,Dean,candidate978@example.com,+919000000978,18,20240824,41.63,LinkedIn,Interviewing
979,CAND000979,Justin,Glover,candidate979@example.com,+919000000979,19,20240610,33.09,LinkedIn,Hired
980,CAND000980,Jose,Parker,candidate980@example.com,+919000000980,20,20240616,22.26,Referral,Rejected
981,CAND000981,Tiffany,Harris,candidate981@example.com,+919000000981,21,20240314,74.36,Referral,Interviewing
982,CAND000982,Ronald,Lyons,candidate982@example.com,+919000000982,22,20230906,64.31,LinkedIn,Interviewing
983,CAND000983,Bradley,Yang,candidate983@example.com,+919000000983,23,20231109,21.55,JobBoard,Interviewing
984,CAND000984,Jennifer,Ellison,candidate984@example.com,+919000000984,24,20230608,35.79,LinkedIn,Interviewing
985,CAND000985,Justin,Armstrong,candidate985@example.com,+919000000985,25,20240323,43.25,Referral,Rejected
986,CAND000986,Jason,Cordova,candidate986@example.com,+919000000986,26,20231223,65.31,Referral,Interviewing
987,CAND000987,Erin,White,candidate987@example.com,+919000000987,27,20250302,54.98,Referral,Interviewing
988,CAND000988,Dr.,MD,candidate988@example.com,+919000000988,28,20240121,64.24,LinkedIn,NoShow
989,CAND000989,Keith,Johnson,candidate989@example.com,+919000000989,29,20250609,71.03,LinkedIn,Interviewing
990,CAND000990,Michelle,Hopkins,candidate990@example.com,+919000000990,30,20240309,41.33,LinkedIn,Hired
991,CAND000991,Michelle,Little,candidate991@example.com,+919000000991,31,20231110,52.06,LinkedIn,Interviewing
992,CAND000992,Christine,Gonzales,candidate992@example.com,+919000000992,32,20231226,25.82,LinkedIn,Interviewing
993,CAND000993,Julie,Nielsen,candidate993@example.com,+919000000993,33,20230711,76.18,JobBoard,Interviewing
994,CAND000994,Phillip,Wilson,candidate994@example.com,+919000000994,34,20250310,46.98,Referral,Interviewing
995,CAND000995,Laura,Page,candidate995@example.com,+919000000995,35,20230417,22.4,LinkedIn,Rejected
996,CAND000996,Edward,Wilson,candidate996@example.com,+919000000996,36,20230529,36.25,Referral,Interviewing
997,CAND000997,Jessica,Shepard,candidate997@example.com,+919000000997,37,20230422,41.56,JobBoard,Interviewing
998,CAND000998,Brandon,Warner,candidate998@example.com,+919000000998,38,20250727,67.68,Referral,Interviewing
999,CAND000999,David,Atkins,candidate999@example.com,+919000000999,39,20240503,59.73,Referral,Interviewing
1000,CAND001000,Joseph,MD,candidate1000@example.com,+919000001000,40,20231130,55.08,LinkedIn,Rejected
1001,CAND001001,Tyrone,Anderson,candidate1001@example.com,+919000001001,1,20240721,67.27,Referral,Hired
1002,CAND001002,Nicholas,Ayala,candidate1002@example.com,+919000001002,2,20240909,36.65,LinkedIn,Interviewing
1003,CAND001003,Douglas,Camacho,candidate1003@example.com,+919000001003,3,20231011,45.18,Referral,Interviewing
1004,CAND001004,William,Powell,candidate1004@example.com,+919000001004,4,20231213,76.29,LinkedIn,Interviewing
1005,CAND001005,Eric,Murray,candidate1005@example.com,+919000001005,5,20231102,23.5,JobBoard,Rejected
1006,CAND001006,Shawn,Robinson,candidate1006@example.com,+919000001006,6,20231109,57.01,Referral,Interviewing
1007,CAND001007,Michael,Duncan,candidate1007@example.com,+919000001007,7,20230604,55.19,LinkedIn,Interviewing
1008,CAND001008,Thomas,Neal,candidate1008@example.com,+919000001008,8,20250310,58.26,Referral,Interviewing
1009,CAND001009,Lori,Walker,candidate1009@example.com,+919000001009,9,20250128,43.83,LinkedIn,Interviewing
1010,CAND001010,Dawn,Gregory,candidate1010@example.com,+919000001010,10,20230515,63.26,JobBoard,Rejected
1011,CAND001011,Gabriel,May,candidate1011@example.com,+919000001011,11,20230510,33.12,LinkedIn,Interviewing
1012,CAND001012,Nicole,Clark,candidate1012@example.com,+919000001012,12,20250312,49.42,Referral,Hired
1013,CAND001013,Christine,Wilson,candidate1013@example.com,+919000001013,13,20230413,44.61,LinkedIn,Interviewing
1014,CAND001014,Robert,Richards,candidate1014@example.com,+919000001014,14,20230503,25.12,LinkedIn,NoShow
1015,CAND001015,Lori,Turner,candidate1015@example.com,+919000001015,15,20250312,62.41,Referral,Rejected
1016,CAND001016,Debra,Stewart,candidate1016@example.com,+919000001016,16,20241030,33.64,Referral,Interviewing
1017,CAND001017,Jason,Adams,candidate1017@example.com,+919000001017,17,20240907,53.23,Referral,Interviewing
1018,CAND001018,Kristen,Mitchell,candidate1018@example.com,+919000001018,18,20240509,59.53,JobBoard,Interviewing
1019,CAND001019,Natasha,Mccullough,candidate1019@example.com,+919000001019,19,20250302,51.71,Referral,Interviewing
1020,CAND001020,Natalie,Rios,candidate1020@example.com,+919000001020,20,20231106,69.87,Referral,Rejected
1021,CAND001021,Christopher,Shepherd,candidate1021@example.com,+919000001021,21,20231209,34.65,JobBoard,Interviewing
1022,CAND001022,Anna,Branch,candidate1022@example.com,+919000001022,22,20241020,27.8,Referral,Interviewing
1023,CAND001023,Mr.,Brown,candidate1023@example.com,+919000001023,23,20240114,78.26,JobBoard,Hired
1024,CAND001024,Kenneth,Evans,candidate1024@example.com,+919000001024,24,20241104,45.46,LinkedIn,Interviewing
1025,CAND001025,Brian,Brown,candidate1025@example.com,+919000001025,25,20240615,53.19,JobBoard,Rejected
1026,CAND001026,Thomas,Santiago,candidate1026@example.com,+919000001026,26,20250814,34.37,JobBoard,Interviewing
1027,CAND001027,Jessica,Tran,candidate1027@example.com,+919000001027,27,20240428,72.27,Referral,NoShow
1028,CAND001028,Calvin,Chang,candidate1028@example.com,+919000001028,28,20241228,30.67,JobBoard,Interviewing
1029,CAND001029,Crystal,Townsend,candidate1029@example.com,+919000001029,29,20240916,34.55,Referral,Interviewing
1030,CAND001030,Miss,MD,candidate1030@example.com,+919000001030,30,20231105,54.26,LinkedIn,Rejected
1031,CAND001031,Lynn,Watkins,candidate1031@example.com,+919000001031,31,20241219,28.06,LinkedIn,Interviewing
1032,CAND001032,Charles,Sweeney,candidate1032@example.com,+919000001032,32,20240711,61.53,Referral,Interviewing
1033,CAND001033,Sarah,Thomas,candidate1033@example.com,+919000001033,33,20230826,61.16,Referral,Interviewing
1034,CAND001034,Joshua,Fox,candidate1034@example.com,+919000001034,34,20240518,51.75,Referral,Hired
1035,CAND001035,Elizabeth,Wilson,candidate1035@example.com,+919000001035,35,20240909,20.37,Referral,Rejected
1036,CAND001036,Rebecca,Williams,candidate1036@example.com,+919000001036,36,20241205,73.65,Referral,Interviewing
1037,CAND001037,Richard,Cunningham,candidate1037@example.com,+919000001037,37,20250129,47.25,LinkedIn,Interviewing
1038,CAND001038,Justin,Schneider,candidate1038@example.com,+919000001038,38,20240204,34.79,LinkedIn,Interviewing
1039,CAND001039,Gene,Curry,candidate1039@example.com,+919000001039,39,20250608,21.62,Referral,Interviewing
1040,CAND001040,Nathan,Lin,candidate1040@example.com,+919000001040,40,20240901,37.83,LinkedIn,Rejected
1041,CAND001041,Breanna,Perry,candidate1041@example.com,+919000001041,1,20240315,31.19,Referral,Interviewing
1042,CAND001042,Robert,Morris,candidate1042@example.com,+919000001042,2,20230703,29.09,Referral,Interviewing
1043,CAND001043,Mr.,Russell,candidate1043@example.com,+919000001043,3,20241124,68.5,Referral,Interviewing
1044,CAND001044,Monica,Richard,candidate1044@example.com,+919000001044,4,20240803,61.86,JobBoard,Interviewing
1045,CAND001045,Cheryl,Dean,candidate1045@example.com,+919000001045,5,20231205,73.85,Referral,Hired
1046,CAND001046,Edward,Morris,candidate1046@example.com,+919000001046,6,20250418,47.92,JobBoard,Interviewing
1047,CAND001047,Rebecca,Spencer,candidate1047@example.com,+919000001047,7,20250508,35.42,Referral,Interviewing
1048,CAND001048,Cory,Zuniga,candidate1048@example.com,+919000001048,8,20240410,52.28,JobBoard,Interviewing
1049,CAND001049,Michelle,King,candidate1049@example.com,+919000001049,9,20241021,47.68,JobBoard,Interviewing
1050,CAND001050,Jason,Martinez,candidate1050@example.com,+919000001050,10,20250815,52.76,Referral,Rejected
1051,CAND001051,Alyssa,Elliott,candidate1051@example.com,+919000001051,11,20240710,27.68,JobBoard,Interviewing
1052,CAND001052,Kenneth,Perry,candidate1052@example.com,+919000001052,12,20240414,34.77,Referral,Interviewing
1053,CAND001053,Alexis,White,candidate1053@example.com,+919000001053,13,20250327,77.72,Referral,NoShow
1054,CAND001054,Mary,Williamson,candidate1054@example.com,+919000001054,14,20240925,27.08,Referral,Interviewing
1055,CAND001055,Kristen,Garrett,candidate1055@example.com,+919000001055,15,20240112,42.21,JobBoard,Rejected
1056,CAND001056,William,Vaughn,candidate1056@example.com,+919000001056,16,20250517,37.03,JobBoard,Hired
1057,CAND001057,Thomas,Nelson,candidate1057@example.com,+919000001057,17,20240316,47.27,Referral,Interviewing
1058,CAND001058,Joan,Arellano,candidate1058@example.com,+919000001058,18,20250318,35.82,Referral,Interviewing
1059,CAND001059,Joseph,Young,candidate1059@example.com,+919000001059,19,20230404,78.36,Referral,Interviewing
1060,CAND001060,Christopher,Gutierrez,candidate1060@example.com,+919000001060,20,20231125,35.36,LinkedIn,Rejected
1061,CAND001061,Anne,King,candidate1061@example.com,+919000001061,21,20241129,43.73,LinkedIn,Interviewing
1062,CAND001062,Corey,Perez,candidate1062@example.com,+919000001062,22,20241012,50.32,Referral,Interviewing
1063,CAND001063,Michael,Harper,candidate1063@example.com,+919000001063,23,20231230,45.49,LinkedIn,Interviewing
1064,CAND001064,Allen,Johnson,candidate1064@example.com,+919000001064,24,20230426,65.38,Referral,Interviewing
1065,CAND001065,Antonio,Taylor,candidate1065@example.com,+919000001065,25,20240913,49.57,LinkedIn,Rejected
1066,CAND001066,Laura,Rodriguez,candidate1066@example.com,+919000001066,26,20231102,26.37,Referral,NoShow
1067,CAND001067,Angela,Chapman,candidate1067@example.com,+919000001067,27,20240305,67.97,JobBoard,Hired
1068,CAND001068,Geoffrey,Burton,candidate1068@example.com,+919000001068,28,20241028,68.86,LinkedIn,Interviewing
1069,CAND001069,Mrs.,DDS,candidate1069@example.com,+919000001069,29,20240723,54.42,LinkedIn,Interviewing
1070,CAND001070,Diane,Miller,candidate1070@example.com,+919000001070,30,20250125,70.28,JobBoard,Rejected
1071,CAND001071,Jessica,Wright,candidate1071@example.com,+919000001071,31,20250105,26.21,Referral,Interviewing
1072,CAND001072,Lauren,Murphy,candidate1072@example.com,+919000001072,32,20250827,32.43,JobBoard,Interviewing
1073,CAND001073,Omar,Dorsey,candidate1073@example.com,+919000001073,33,20240727,59.2,JobBoard,Interviewing
1074,CAND001074,Stacey,Hernandez,candidate1074@example.com,+919000001074,34,20250627,28.29,LinkedIn,Interviewing
1075,CAND001075,Jeffrey,Hardy,candidate1075@example.com,+919000001075,35,20231115,23.66,JobBoard,Rejected
1076,CAND001076,Kenneth,Alvarado,candidate1076@example.com,+919000001076,36,20240618,50.15,LinkedIn,Interviewing
1077,CAND001077,Larry,Martinez,candidate1077@example.com,+919000001077,37,20250112,29.73,LinkedIn,Interviewing
1078,CAND001078,Nicholas,Lopez,candidate1078@example.com,+919000001078,38,20240325,61.0,Referral,Hired
1079,CAND001079,Justin,Burgess,candidate1079@example.com,+919000001079,39,20230518,22.13,JobBoard,NoShow
1080,CAND001080,Michael,Robinson,candidate1080@example.com,+919000001080,40,20241120,21.47,Referral,Rejected
1081,CAND001081,Ashley,Nichols,candidate1081@example.com,+919000001081,1,20250412,61.91,JobBoard,Interviewing
1082,CAND001082,Jennifer,Sanders,candidate1082@example.com,+919000001082,2,20230416,56.01,LinkedIn,Interviewing
1083,CAND001083,Paul,Tapia,candidate1083@example.com,+919000001083,3,20231231,59.24,JobBoard,Interviewing
1084,CAND001084,John,Gonzalez,candidate1084@example.com,+919000001084,4,20241007,51.84,Referral,Interviewing
1085,CAND001085,April,King,candidate1085@example.com,+919000001085,5,20250831,49.42,Referral,Rejected
1086,CAND001086,Gary,Jr.,candidate1086@example.com,+919000001086,6,20231121,32.79,JobBoard,Interviewing
1087,CAND001087,Robert,Sanchez,candidate1087@example.com,+919000001087,7,20230808,43.9,Referral,Interviewing
1088,CAND001088,Ann,Shepard,candidate1088@example.com,+919000001088,8,20240726,44.0,LinkedIn,Interviewing
1089,CAND001089,Andrew,Ruiz,candidate1089@example.com,+919000001089,9,20250829,50.62,JobBoard,Hired
1090,CAND001090,Bill,May,candidate1090@example.com,+919000001090,10,20230914,48.13,JobBoard,Rejected
1091,CAND001091,Scott,Johnson,candidate1091@example.com,+919000001091,11,20250720,52.77,Referral,Interviewing
1092,CAND001092,Jacqueline,Warren,candidate1092@example.com,+919000001092,12,20230414,44.63,Referral,NoShow
1093,CAND001093,Kaitlin,Cox,candidate1093@example.com,+919000001093,13,20241012,33.64,Referral,Interviewing
1094,CAND001094,Brett,Morris,candidate1094@example.com,+919000001094,14,20240117,42.27,JobBoard,Interviewing
1095,CAND001095,Ruben,Fuentes,candidate1095@example.com,+919000001095,15,20240330,51.36,Referral,Rejected
1096,CAND001096,Bonnie,Davenport,candidate1096@example.com,+919000001096,16,20230810,20.23,LinkedIn,Interviewing
1097,CAND001097,Brian,Morgan,candidate1097@example.com,+919000001097,17,20230420,45.13,JobBoard,Interviewing
1098,CAND001098,Steven,Wilson,candidate1098@example.com,+919000001098,18,20240614,43.44,Referral,Interviewing
1099,CAND001099,Julie,Morton,candidate1099@example.com,+919000001099,19,20250131,67.15,Referral,Interviewing
1100,CAND001100,David,Warren,candidate1100@example.com,+919000001100,20,20241129,66.03,Referral,Hired
1101,CAND001101,Michelle,Jones,candidate1101@example.com,+919000001101,21,20240101,79.86,LinkedIn,Interviewing
1102,CAND001102,Michael,Maxwell,candidate1102@example.com,+919000001102,22,20230804,41.95,Referral,Interviewing
1103,CAND001103,Jacob,Bowers,candidate1103@example.com,+919000001103,23,20250610,65.87,LinkedIn,Interviewing
1104,CAND001104,William,Allison,candidate1104@example.com,+919000001104,24,20240526,23.1,JobBoard,Interviewing
1105,CAND001105,William,Weber,candidate1105@example.com,+919000001105,25,20250221,78.57,Referral,Rejected
1106,CAND001106,Patricia,Allen,candidate1106@example.com,+919000001106,26,20250212,49.11,Referral,Interviewing
1107,CAND001107,Michael,Dunlap,candidate1107@example.com,+919000001107,27,20241227,25.31,JobBoard,Interviewing
